Date,Sentiment,Sentiment High,Sentiment Low,News Volume,News Buzz
2016-06-18,-3.0,2.0,-5.0,86.0,10.0
2016-06-17,-3.0,1.0,-5.0,67.0,6.0
2016-06-16,1.0,4.0,-3.0,59.0,5.0
2016-06-15,1.0,4.0,-4.0,46.0,3.0
2016-06-14,2.0,4.0,-1.0,51.0,6.0
2016-06-13,2.0,4.0,-2.0,74.0,10.0
2016-06-12,1.0,3.0,-2.0,10.0,5.0
2016-06-11,-1.0,2.0,-3.0,18.0,4.0
2016-06-10,1.0,4.0,-2.0,46.0,5.0
2016-06-09,-1.0,2.0,-3.0,83.0,10.0
2016-06-08,1.0,3.0,-2.0,15.0,1.0
2016-06-07,1.0,3.0,-2.0,43.0,5.0
2016-06-06,-1.0,2.0,-3.0,19.0,4.0
2016-06-05,-1.0,2.0,-3.0,4.0,4.0
2016-06-04,-1.0,3.0,-4.0,12.0,4.0
2016-06-03,1.0,3.0,-3.0,57.0,6.0
2016-06-02,1.0,3.0,-2.0,83.0,10.0
2016-06-01,-1.0,2.0,-3.0,53.0,6.0
2016-05-31,1.0,3.0,-2.0,26.0,3.0
2016-05-30,1.0,2.0,-1.0,14.0,3.0
2016-05-29,-1.0,1.0,-2.0,2.0,3.0
2016-05-28,1.0,3.0,-2.0,13.0,3.0
2016-05-27,2.0,4.0,-2.0,28.0,3.0
2016-05-26,-1.0,2.0,-2.0,55.0,7.0
2016-05-25,-1.0,2.0,-3.0,78.0,10.0
2016-05-24,1.0,3.0,-2.0,55.0,4.0
2016-05-23,-1.0,2.0,-3.0,29.0,5.0
2016-05-22,1.0,2.0,-1.0,11.0,4.0
2016-05-21,-1.0,2.0,-3.0,33.0,4.0
2016-05-20,2.0,3.0,-1.0,46.0,3.0
2016-05-19,1.0,3.0,-3.0,50.0,3.0
2016-05-18,1.0,3.0,-2.0,76.0,5.0
2016-05-17,1.0,3.0,-2.0,114.0,8.0
2016-05-16,1.0,2.0,-2.0,135.0,10.0
2016-05-15,1.0,3.0,-2.0,3.0,4.0
2016-05-14,1.0,3.0,-3.0,12.0,5.0
2016-05-13,-1.0,1.0,-3.0,134.0,10.0
2016-05-12,-1.0,2.0,-3.0,69.0,10.0
2016-05-11,-1.0,2.0,-3.0,33.0,4.0
2016-05-10,1.0,3.0,-3.0,32.0,3.0
2016-05-09,-1.0,3.0,-3.0,43.0,7.0
2016-05-08,3.0,5.0,1.0,6.0,4.0
2016-05-07,1.0,3.0,-2.0,10.0,5.0
2016-05-06,1.0,3.0,-2.0,63.0,5.0
2016-05-05,-1.0,3.0,-3.0,62.0,4.0
2016-05-04,-2.0,1.0,-4.0,82.0,4.0
2016-05-03,-1.0,2.0,-3.0,69.0,3.0
2016-05-02,1.0,3.0,-2.0,44.0,4.0
2016-05-01,2.0,3.0,-1.0,14.0,4.0
2016-04-30,-1.0,2.0,-3.0,31.0,4.0
2016-04-29,-2.0,1.0,-3.0,114.0,5.0
2016-04-28,-1.0,2.0,-3.0,155.0,7.0
2016-04-27,-1.0,2.0,-3.0,196.0,10.0
2016-04-26,-1.0,2.0,-3.0,123.0,10.0
2016-04-25,-1.0,2.0,-3.0,65.0,10.0
2016-04-24,-1.0,2.0,-3.0,18.0,8.0
2016-04-23,-1.0,2.0,-3.0,44.0,7.0
2016-04-22,-1.0,2.0,-3.0,54.0,6.0
2016-04-21,-1.0,2.0,-3.0,78.0,8.0
2016-04-20,-1.0,3.0,-3.0,59.0,6.0
2016-04-19,-1.0,2.0,-3.0,89.0,10.0
2016-04-18,-1.0,2.0,-3.0,59.0,10.0
2016-04-17,-1.0,2.0,-4.0,12.0,8.0
2016-04-16,-1.0,2.0,-3.0,29.0,8.0
2016-04-15,-1.0,2.0,-3.0,74.0,10.0
2016-04-14,-1.0,2.0,-3.0,62.0,10.0
2016-04-13,1.0,3.0,-3.0,41.0,6.0
2016-04-12,1.0,2.0,-2.0,23.0,3.0
2016-04-11,2.0,3.0,-1.0,15.0,6.0
2016-04-10,1.0,2.0,-2.0,4.0,7.0
2016-04-09,1.0,3.0,-2.0,21.0,7.0
2016-04-08,-1.0,2.0,-2.0,54.0,8.0
2016-04-07,1.0,3.0,-2.0,61.0,10.0
2016-04-06,1.0,3.0,-2.0,44.0,3.0
2016-04-05,1.0,3.0,-2.0,38.0,2.0
2016-04-04,1.0,3.0,-3.0,38.0,7.0
2016-04-03,-1.0,2.0,-3.0,22.0,5.0
2016-04-02,-1.0,2.0,-2.0,31.0,4.0
2016-04-01,1.0,3.0,-2.0,59.0,4.0
2016-03-31,1.0,3.0,-2.0,60.0,4.0
2016-03-30,-1.0,2.0,-3.0,130.0,10.0
2016-03-29,-2.0,1.0,-3.0,112.0,7.0
2016-03-28,1.0,2.0,-2.0,18.0,2.0
2016-03-27,2.0,3.0,1.0,7.0,1.0
2016-03-26,1.0,4.0,-2.0,13.0,1.0
2016-03-25,1.0,3.0,-2.0,21.0,1.0
2016-03-24,1.0,4.0,-2.0,46.0,3.0
2016-03-23,1.0,3.0,-3.0,53.0,3.0
2016-03-22,-1.0,2.0,-3.0,153.0,10.0
2016-03-21,1.0,3.0,-2.0,141.0,10.0
2016-03-20,1.0,3.0,-2.0,4.0,6.0
2016-03-19,1.0,3.0,-2.0,19.0,6.0
2016-03-18,1.0,3.0,-2.0,38.0,6.0
2016-03-17,-1.0,2.0,-4.0,52.0,8.0
2016-03-16,-1.0,2.0,-3.0,59.0,10.0
2016-03-15,-1.0,2.0,-3.0,52.0,6.0
2016-03-14,2.0,3.0,-1.0,16.0,5.0
2016-03-13,2.0,4.0,-1.0,5.0,5.0
2016-03-12,1.0,3.0,-2.0,25.0,5.0
2016-03-11,-1.0,2.0,-3.0,44.0,4.0
2016-03-10,-1.0,2.0,-3.0,49.0,4.0
2016-03-09,1.0,3.0,-2.0,39.0,3.0
2016-03-08,-1.0,2.0,-3.0,84.0,6.0
2016-03-07,-1.0,2.0,-3.0,89.0,10.0
2016-03-06,-1.0,-1.0,-1.0,14.0,5.0
2016-03-05,-1.0,2.0,-3.0,24.0,4.0
2016-03-04,-1.0,2.0,-3.0,74.0,5.0
2016-03-03,2.0,4.0,-1.0,101.0,5.0
2016-03-02,-1.0,2.0,-3.0,78.0,4.0
2016-03-01,-1.0,2.0,-3.0,124.0,7.0
2016-02-29,-1.0,2.0,-3.0,50.0,5.0
2016-02-28,1.0,3.0,-3.0,22.0,4.0
2016-02-27,-1.0,2.0,-4.0,26.0,4.0
2016-02-26,-1.0,3.0,-3.0,117.0,6.0
2016-02-25,1.0,3.0,-3.0,176.0,10.0
2016-02-24,-1.0,2.0,-3.0,96.0,6.0
2016-02-23,-1.0,2.0,-3.0,100.0,6.0
2016-02-22,-2.0,1.0,-4.0,136.0,10.0
2016-02-21,-1.0,3.0,-3.0,33.0,10.0
2016-02-20,-1.0,2.0,-3.0,98.0,10.0
2016-02-19,-1.0,2.0,-3.0,160.0,10.0
2016-02-18,-1.0,3.0,-3.0,134.0,9.0
2016-02-17,-1.0,1.0,-3.0,148.0,10.0
2016-02-16,-1.0,2.0,-2.0,55.0,10.0
2016-02-15,2.0,4.0,-1.0,9.0,7.0
2016-02-14,2.0,3.0,-1.0,9.0,9.0
2016-02-13,1.0,2.0,-2.0,24.0,9.0
2016-02-12,-1.0,2.0,-2.0,53.0,10.0
2016-02-11,-1.0,2.0,-3.0,23.0,2.0
2016-02-10,1.0,3.0,-2.0,37.0,4.0
2016-02-09,1.0,3.0,-2.0,27.0,2.0
2016-02-08,-1.0,3.0,-3.0,30.0,8.0
2016-02-07,-1.0,3.0,-3.0,12.0,6.0
2016-02-06,-2.0,1.0,-4.0,44.0,5.0
2016-02-05,-1.0,2.0,-3.0,31.0,3.0
2016-02-04,1.0,2.0,-2.0,88.0,5.0
2016-02-03,-1.0,3.0,-3.0,42.0,1.0
2016-02-02,2.0,4.0,-2.0,101.0,4.0
2016-02-01,2.0,4.0,-2.0,90.0,5.0
2016-01-31,-1.0,2.0,-3.0,8.0,3.0
2016-01-30,-1.0,2.0,-3.0,38.0,3.0
2016-01-29,1.0,3.0,-2.0,86.0,3.0
2016-01-28,-1.0,2.0,-4.0,161.0,6.0
2016-01-27,-1.0,2.0,-4.0,232.0,10.0
2016-01-26,-1.0,2.0,-3.0,165.0,10.0
2016-01-25,-1.0,2.0,-3.0,46.0,10.0
2016-01-24,-1.0,1.0,-2.0,16.0,9.0
2016-01-23,-1.0,2.0,-3.0,29.0,8.0
2016-01-22,-1.0,2.0,-2.0,72.0,9.0
2016-01-21,1.0,2.0,-2.0,63.0,7.0
2016-01-20,2.0,4.0,-2.0,76.0,9.0
2016-01-19,1.0,3.0,-3.0,61.0,7.0
2016-01-18,1.0,3.0,-1.0,17.0,6.0
2016-01-17,-1.0,3.0,-3.0,9.0,7.0
2016-01-16,-1.0,2.0,-3.0,27.0,7.0
2016-01-15,-1.0,2.0,-3.0,79.0,6.0
2016-01-14,1.0,3.0,-2.0,57.0,4.0
2016-01-13,-1.0,2.0,-3.0,34.0,1.0
2016-01-12,-1.0,3.0,-3.0,44.0,2.0
2016-01-11,-1.0,2.0,-3.0,85.0,5.0
2016-01-10,1.0,2.0,-2.0,14.0,3.0
2016-01-09,1.0,2.0,-2.0,24.0,4.0
2016-01-08,-1.0,2.0,-3.0,125.0,6.0
2016-01-07,-1.0,2.0,-3.0,129.0,6.0
2016-01-06,-1.0,2.0,-3.0,208.0,10.0
2016-01-05,-1.0,2.0,-3.0,71.0,10.0
2016-01-04,-1.0,2.0,-2.0,39.0,10.0
2016-01-03,1.0,2.0,-1.0,5.0,2.0
2016-01-02,2.0,4.0,-1.0,6.0,2.0
2016-01-01,-2.0,1.0,-4.0,10.0,2.0
2015-12-31,-1.0,2.0,-3.0,49.0,10.0
2015-12-30,-1.0,2.0,-3.0,49.0,10.0
2015-12-29,1.0,4.0,-2.0,30.0,4.0
2015-12-28,-1.0,2.0,-3.0,25.0,4.0
2015-12-27,-2.0,1.0,-4.0,6.0,3.0
2015-12-26,1.0,3.0,-3.0,10.0,3.0
2015-12-25,-1.0,2.0,-3.0,33.0,3.0
2015-12-24,1.0,3.0,-2.0,23.0,2.0
2015-12-23,1.0,3.0,-2.0,49.0,5.0
2015-12-22,-1.0,2.0,-3.0,63.0,6.0
2015-12-21,-1.0,2.0,-3.0,90.0,10.0
2015-12-20,1.0,3.0,-1.0,13.0,6.0
2015-12-19,-2.0,1.0,-4.0,19.0,7.0
2015-12-18,1.0,2.0,-2.0,91.0,9.0
2015-12-17,-1.0,2.0,-3.0,92.0,10.0
2015-12-16,-1.0,2.0,-3.0,53.0,6.0
2015-12-15,1.0,3.0,-2.0,54.0,6.0
2015-12-14,1.0,4.0,-2.0,52.0,8.0
2015-12-13,-1.0,3.0,-3.0,16.0,4.0
2015-12-12,1.0,3.0,-3.0,9.0,3.0
2015-12-11,1.0,3.0,-2.0,36.0,4.0
2015-12-10,-1.0,2.0,-3.0,42.0,4.0
2015-12-09,-1.0,2.0,-3.0,86.0,10.0
2015-12-08,1.0,4.0,-2.0,43.0,8.0
2015-12-07,2.0,5.0,-2.0,14.0,7.0
2015-12-06,1.0,2.0,-2.0,4.0,7.0
2015-12-05,-2.0,2.0,-4.0,21.0,8.0
2015-12-04,-1.0,3.0,-3.0,39.0,7.0
2015-12-03,1.0,3.0,-2.0,32.0,6.0
2015-12-02,-1.0,2.0,-3.0,34.0,6.0
2015-12-01,-1.0,2.0,-3.0,50.0,10.0
2015-11-30,2.0,5.0,-3.0,36.0,4.0
2015-11-29,4.0,4.0,4.0,1.0,0.0
2015-11-28,2.0,5.0,-4.0,3.0,0.0
2015-11-27,3.0,5.0,-1.0,16.0,0.0
2015-11-26,3.0,5.0,-2.0,14.0,0.0
2015-11-25,2.0,5.0,-3.0,22.0,0.0
